city,state,median_age,male_population,female_population,total_population,state_code
Dearborn,Michigan,33.5,46482.0,48698.0,95180,MI
Cranston,Rhode Island,39.9,38365.0,42712.0,81077,RI
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,WI
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,WI
Gary,Indiana,38.1,35876.0,41478.0,77354,IN
San Buenaventura,California,37.7,53932.0,55785.0,109717,CA
Palm Coast,Florida,48.8,39489.0,42632.0,82121,FL
Hialeah,Florida,43.0,111530.0,125552.0,237082,FL
Scottsdale,Arizona,46.9,115712.0,121132.0,236844,AZ
Fresno,California,30.0,256130.0,263942.0,520072,CA
Clifton,New Jersey,38.5,41932.0,44409.0,86341,NJ
Denver,Colorado,34.1,341137.0,341408.0,682545,CO
Roanoke,Virginia,36.9,47252.0,52645.0,99897,VA
Bellflower,California,33.4,38936.0,39498.0,78434,CA
Broomfield,Colorado,36.8,31755.0,33310.0,65065,CO
Joliet,Illinois,33.1,70863.0,79162.0,150025,IL
Riverside,California,31.4,160613.0,161810.0,322423,CA
Menifee,California,37.1,42866.0,44297.0,87163,CA
Pomona,California,32.1,74945.0,78307.0,153252,CA
Bloomington,Illinois,35.1,37972.0,40323.0,78295,IL
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,MN
Glendale,California,42.1,98181.0,102844.0,201025,CA
Carson,California,40.4,43790.0,49506.0,93296,CA
San Marcos,California,35.4,45246.0,47688.0,92934,CA
Portland,Oregon,36.7,313516.0,318671.0,632187,OR
Des Moines,Iowa,34.5,103726.0,106591.0,210317,IA
San Francisco,California,38.3,439752.0,425064.0,864816,CA
Auburn,Washington,37.1,36837.0,39743.0,76580,WA
Camarillo,California,40.8,31941.0,35682.0,67623,CA
Centreville,Virginia,36.0,34749.0,37033.0,71782,VA
Santa Clarita,California,38.1,90192.0,92175.0,182367,CA
Santa Clarita,California,38.1,90192.0,92175.0,182367,CA
Santa Clarita,California,38.1,90192.0,92175.0,182367,CA
Greeley,Colorado,31.0,50792.0,50091.0,100883,CO
San Clemente,California,45.2,34076.0,31456.0,65532,CA
Skokie,Illinois,43.4,31382.0,33437.0,64819,IL
Billings,Montana,36.3,52705.0,57565.0,110270,MT
West Jordan,Utah,30.8,57898.0,54044.0,111942,UT
Orange,California,35.0,67337.0,73658.0,140995,CA
Downey,California,37.3,53006.0,61205.0,114211,CA
Redwood City,California,37.1,42676.0,42624.0,85300,CA
Hoover,Alabama,38.5,38040.0,46799.0,84839,AL
Grand Prairie,Texas,33.1,90811.0,96944.0,187755,TX
Everett,Washington,37.0,56212.0,51800.0,108012,WA
Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,WI
Waterloo,Iowa,37.2,34488.0,33969.0,68457,IA
Kissimmee,Florida,36.7,33283.0,35869.0,69152,FL
North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,NV
West Covina,California,39.8,51629.0,56860.0,108489,CA
Salinas,California,30.4,77765.0,79621.0,157386,CA
Schenectady,New York,36.7,32398.0,32901.0,65299,NY
Paradise,Nevada,37.2,122784.0,114162.0,236946,NV
Evansville,Indiana,38.0,57198.0,60481.0,117679,IN
Hillsboro,Oregon,35.3,50926.0,51434.0,102360,OR
Wichita,Kansas,34.6,192354.0,197601.0,389955,KS
Fort Myers,Florida,37.3,36850.0,37165.0,74015,FL
Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,PA
The Woodlands,Texas,38.8,56083.0,63061.0,119144,TX
Longview,Texas,36.8,40065.0,41525.0,81590,TX
Upland,California,39.7,36226.0,40221.0,76447,CA
Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,WI
Memphis,Tennessee,34.1,312237.0,343523.0,655760,TN
Racine,Wisconsin,33.7,39314.0,38423.0,77737,WI
Santa Monica,California,40.6,46732.0,46487.0,93219,CA
Toledo,Ohio,36.1,135455.0,144323.0,279778,OH
Costa Mesa,California,34.8,59097.0,54089.0,113186,CA
Shawnee,Kansas,40.1,32313.0,32745.0,65058,KS
Homestead,Florida,31.4,31401.0,35099.0,66500,FL
Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,NM
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,SC
Yorba Linda,California,45.5,31960.0,36006.0,67966,CA
Yorba Linda,California,45.5,31960.0,36006.0,67966,CA
Buena Park,California,35.7,41593.0,41671.0,83264,CA
Greeley,Colorado,31.0,50792.0,50091.0,100883,CO
Redwood City,California,37.1,42676.0,42624.0,85300,CA
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,NV
Grand Prairie,Texas,33.1,90811.0,96944.0,187755,TX
Lubbock,Texas,29.2,122320.0,126731.0,249051,TX
Kent,Washington,33.4,61825.0,65137.0,126962,WA
Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,WI
Citrus Heights,California,37.8,41982.0,45071.0,87053,CA
Kissimmee,Florida,36.7,33283.0,35869.0,69152,FL
North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,NV
Kirkland,Washington,40.8,42159.0,45108.0,87267,WA
San Mateo,California,39.3,50966.0,52558.0,103524,CA
Garden Grove,California,37.8,86779.0,88605.0,175384,CA
Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,LA
Wichita,Kansas,34.6,192354.0,197601.0,389955,KS
Dale City,Virginia,33.4,35984.0,35415.0,71399,VA
Longview,Texas,36.8,40065.0,41525.0,81590,TX
Livermore,California,36.7,41522.0,46595.0,88117,CA
Berkeley,California,32.5,60142.0,60829.0,120971,CA
Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,TN
Memphis,Tennessee,34.1,312237.0,343523.0,655760,TN
Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,AR
Santa Rosa,California,37.9,86840.0,88149.0,174989,CA
Sparks,Nevada,36.1,47780.0,48318.0,96098,NV
Richmond,Virginia,33.6,104793.0,115496.0,220289,VA
Richmond,Virginia,33.6,104793.0,115496.0,220289,VA
Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,WI
Paterson,New Jersey,34.0,70640.0,77117.0,147757,NJ
Paterson,New Jersey,34.0,70640.0,77117.0,147757,NJ
Beaverton,Oregon,35.6,47325.0,49252.0,96577,OR
Conroe,Texas,31.5,34907.0,33685.0,68592,TX
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,IA
Edmond,Oklahoma,32.5,45191.0,44899.0,90090,OK
Sacramento,California,33.7,237724.0,252991.0,490715,CA
Detroit,Michigan,34.8,319265.0,357859.0,677124,MI
Compton,California,30.1,49264.0,49184.0,98448,CA
Saint Charles,Missouri,34.9,32054.0,36747.0,68801,MO
Bryan,Texas,29.4,41761.0,40345.0,82106,TX
Temple,Texas,33.6,33512.0,38785.0,72297,TX
Spokane,Washington,36.6,102756.0,110511.0,213267,WA
Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,CO
Rockville,Maryland,38.1,31205.0,35793.0,66998,MD
Vancouver,Washington,37.2,82958.0,89895.0,172853,WA
Fullerton,California,34.5,69549.0,71300.0,140849,CA
Stockton,California,32.5,150976.0,154674.0,305650,CA
Eagan,Minnesota,36.8,31587.0,34701.0,66288,MN
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,RI
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,RI
Irvine,California,34.6,125411.0,131516.0,256927,CA
Norman,Oklahoma,30.9,59483.0,60814.0,120297,OK
Youngs,Ohio,37.5,30758.0,33851.0,64609,OH
Independence,Missouri,38.6,54348.0,62907.0,117255,MO
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,TN
Ontario,California,31.0,85059.0,86141.0,171200,CA
Alameda,California,41.4,37747.0,40867.0,78614,CA
Clovis,California,37.8,52392.0,51780.0,104172,CA
Brandon,Florida,36.1,55679.0,58289.0,113968,FL
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,PA
Woodbury,Minnesota,37.7,31982.0,35868.0,67850,MN
Mountain View,California,33.5,42493.0,37945.0,80438,CA
Gilbert,Arizona,33.2,116711.0,130812.0,247523,AZ
Bk,California,37.0,50405.0,54909.0,105314,CA
Mesa,Arizona,36.9,234998.0,236835.0,471833,AZ
South Bend,Indiana,32.4,50483.0,53274.0,103757,IN
South Bend,Indiana,32.4,50483.0,53274.0,103757,IN
Camden,New Jersey,27.9,36437.0,39694.0,76131,NJ
West Valley City,Utah,30.7,68235.0,67989.0,136224,UT
Lancaster,California,30.9,80668.0,80445.0,161113,CA
San Ramon,California,39.1,39221.0,36911.0,76132,CA
Riverview,Florida,32.2,44210.0,45536.0,89746,FL
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,WI
Birmingham,Alabama,35.6,102122.0,112789.0,214911,AL
Dothan,Alabama,38.9,32172.0,35364.0,67536,AL
Hammond,Indiana,36.0,38923.0,38687.0,77610,IN
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,SD
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,SD
Newport News,Virginia,32.8,88385.0,94000.0,182385,VA
Cary,North Carolina,39.9,78932.0,81582.0,160514,NC
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,MO
Omaha,Nebraska,34.2,218789.0,225098.0,443887,NE
Allen,Texas,37.2,51324.0,46814.0,98138,TX
El Paso,Texas,33.1,332797.0,348339.0,681136,TX
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,WI
Shreveport,Louisiana,35.2,93138.0,103856.0,196994,LA
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,IL
Hollywood,Florida,41.4,75358.0,74363.0,149721,FL
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,GA
North Richland Hills,Texas,39.9,35257.0,33948.0,69205,TX
Livonia,Michigan,47.4,45369.0,49264.0,94633,MI
McAllen,Texas,32.3,68332.0,71921.0,140253,TX
Cheektowaga,New York,40.7,37476.0,38599.0,76075,NY
Scottsdale,Arizona,46.9,115712.0,121132.0,236844,AZ
Yuma,Arizona,33.4,48298.0,45847.0,94145,AZ
Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,PA
Alhambra,California,41.0,42184.0,43388.0,85572,CA
Waldorf,Maryland,33.6,35640.0,39872.0,75512,MD
Rialto,California,31.6,49902.0,53235.0,103137,CA
Skokie,Illinois,43.4,31382.0,33437.0,64819,IL
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,MI
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,MI
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,LA
Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,NM
Lubbock,Texas,29.2,122320.0,126731.0,249051,TX
Gresham,Oregon,36.7,53866.0,56716.0,110582,OR
Long Beach,California,34.6,238159.0,236013.0,474172,CA
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,HI
Waterloo,Iowa,37.2,34488.0,33969.0,68457,IA
Jersey City,New Jersey,34.3,131765.0,132512.0,264277,NJ
Akron,Ohio,38.1,96886.0,100667.0,197553,OH
Newport Beach,California,46.8,43161.0,43970.0,87131,CA
Pasco,Washington,28.6,35298.0,32799.0,68097,WA
Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,WI
Mission Viejo,California,44.9,48849.0,48314.0,97163,CA
Garden Grove,California,37.8,86779.0,88605.0,175384,CA
Modesto,California,35.2,104852.0,106405.0,211257,CA
Hillsboro,Oregon,35.3,50926.0,51434.0,102360,OR
Dale City,Virginia,33.4,35984.0,35415.0,71399,VA
Escondido,California,33.3,76551.0,74907.0,151458,CA
Union City,New Jersey,35.4,35376.0,33773.0,69149,NJ
Upland,California,39.7,36226.0,40221.0,76447,CA
Perris,California,26.9,41623.0,33336.0,74959,CA
Santa Clara,California,35.2,63278.0,62938.0,126216,CA
Santa Clara,California,35.2,63278.0,62938.0,126216,CA
South Gate,California,32.5,47758.0,48641.0,96399,CA
Santa Monica,California,40.6,46732.0,46487.0,93219,CA
Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,VA
Santa Maria,California,30.1,53320.0,51762.0,105082,CA
Frederick,Maryland,36.1,33146.0,36336.0,69482,MD
Brownsville,Texas,30.6,87689.0,96199.0,183888,TX
Toledo,Ohio,36.1,135455.0,144323.0,279778,OH
Conroe,Texas,31.5,34907.0,33685.0,68592,TX
South Jordan,Utah,33.8,33669.0,32970.0,66639,UT
Visalia,California,32.6,63695.0,66399.0,130094,CA
Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,MN
Detroit,Michigan,34.8,319265.0,357859.0,677124,MI
Detroit,Michigan,34.8,319265.0,357859.0,677124,MI
Salt Lake City,Utah,32.1,98364.0,94296.0,192660,UT
Plano,Texas,38.1,138565.0,145054.0,283619,TX
Davis,California,26.3,33493.0,34163.0,67656,CA
Hesperia,California,29.4,43588.0,49698.0,93286,CA
Napa,California,37.2,39828.0,40601.0,80429,CA
Temecula,California,34.2,54407.0,57619.0,112026,CA
Bryan,Texas,29.4,41761.0,40345.0,82106,TX
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,AZ
Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,CO
East Orange,New Jersey,35.5,29995.0,34967.0,64962,NJ
Cape Coral,Florida,45.0,85626.0,89604.0,175230,FL
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,AZ
Fullerton,California,34.5,69549.0,71300.0,140849,CA
Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,MD
Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,MD
Vacaville,California,35.8,50091.0,46703.0,96794,CA
Independence,Missouri,38.6,54348.0,62907.0,117255,MO
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,TN
Kennewick,Washington,32.0,38492.0,40411.0,78903,WA
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,AZ
Columbus,Georgia,33.7,98785.0,101794.0,200579,GA
New Britain,Connecticut,33.4,37350.0,35459.0,72809,CT
El Cajon,California,32.7,54450.0,49238.0,103688,CA
Lorain,Ohio,35.6,30844.0,32807.0,63651,OH
Nampa,Idaho,31.4,45651.0,44199.0,89850,ID
Vista,California,29.3,50680.0,50204.0,100884,CA
Cicero,Illinois,28.5,43153.0,40714.0,83867,IL
Pasadena,Texas,31.5,78827.0,74959.0,153786,TX
Spring Hill,Florida,45.1,48295.0,54902.0,103197,FL
Merced,California,29.7,40048.0,42392.0,82440,CA
Richardson,Texas,35.5,54676.0,56151.0,110827,TX
Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,LA
North Richland Hills,Texas,39.9,35257.0,33948.0,69205,TX
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,OK
Chesapeake,Virginia,36.7,114964.0,120465.0,235429,VA
Columbus,Ohio,32.5,413981.0,435086.0,849067,OH
Palm Coast,Florida,48.8,39489.0,42632.0,82121,FL
Albany,Georgia,33.3,31695.0,39414.0,71109,GA
Jackson,Mississippi,31.7,79039.0,91772.0,170811,MS
Saint George,Utah,37.3,38732.0,41475.0,80207,UT
Parma,Ohio,40.8,38425.0,41518.0,79943,OH
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,TN
Springdale,Arkansas,31.8,36840.0,43614.0,80454,AR
Broomfield,Colorado,36.8,31755.0,33310.0,65065,CO
Joliet,Illinois,33.1,70863.0,79162.0,150025,IL
Plymouth,Minnesota,38.4,39035.0,36893.0,75928,MN
Wyoming,Michigan,32.8,35967.0,39310.0,75277,MI
Tallahassee,Florida,26.2,89390.0,100504.0,189894,FL
Kenner,Louisiana,36.9,33993.0,33113.0,67106,LA
Corona,California,37.1,79749.0,84493.0,164242,CA
Baltimore,Maryland,34.7,294027.0,327822.0,621849,MD
Norwalk,California,35.0,53125.0,54020.0,107145,CA
Concord,North Carolina,35.7,42732.0,44961.0,87693,NC
Rochester,Minnesota,35.0,54934.0,57282.0,112216,MN
Rochester,Minnesota,35.0,54934.0,57282.0,112216,MN
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,WI
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,WI
Buena Park,California,35.7,41593.0,41671.0,83264,CA
West Jordan,Utah,30.8,57898.0,54044.0,111942,UT
Beaumont,Texas,31.6,57326.0,60784.0,118110,TX
Beaumont,Texas,31.6,57326.0,60784.0,118110,TX
Lubbock,Texas,29.2,122320.0,126731.0,249051,TX
Gresham,Oregon,36.7,53866.0,56716.0,110582,OR
Avondale,Arizona,29.1,38712.0,41971.0,80683,AZ
Baldwin Park,California,35.8,38747.0,38309.0,77056,CA
Oakland,California,35.7,203827.0,215451.0,419278,CA
Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,GA
Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,MN
Pasco,Washington,28.6,35298.0,32799.0,68097,WA
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,PA
Victorville,California,30.6,60989.0,61247.0,122236,CA
Victorville,California,30.6,60989.0,61247.0,122236,CA
Hillsboro,Oregon,35.3,50926.0,51434.0,102360,OR
The Woodlands,Texas,38.8,56083.0,63061.0,119144,TX
Pearland,Texas,33.9,52336.0,59329.0,111665,TX
Rockford,Illinois,36.3,71076.0,78270.0,149346,IL
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,PA
Salem,Oregon,35.4,80839.0,83704.0,164543,OR
Santa Maria,California,30.1,53320.0,51762.0,105082,CA
Roseville,California,38.4,62591.0,67691.0,130282,CA
Frederick,Maryland,36.1,33146.0,36336.0,69482,MD
Sparks,Nevada,36.1,47780.0,48318.0,96098,NV
Visalia,California,32.6,63695.0,66399.0,130094,CA
Visalia,California,32.6,63695.0,66399.0,130094,CA
German,Maryland,34.9,41115.0,43007.0,84122,MD
Schaumburg,Illinois,36.9,35971.0,39840.0,75811,IL
Pueblo,Colorado,37.6,55635.0,53784.0,109419,CO
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,IN
Nashua,New Hampshire,38.3,42926.0,45049.0,87975,NH
Compton,California,30.1,49264.0,49184.0,98448,CA
Davis,California,26.3,33493.0,34163.0,67656,CA
Davie,Florida,40.8,48754.0,52140.0,100894,FL
Vancouver,Washington,37.2,82958.0,89895.0,172853,WA
Phoenix,Arizona,33.8,786833.0,776168.0,1563001,AZ
Daly City,California,39.7,53817.0,52757.0,106574,CA
South San Francisco,California,39.4,34177.0,33094.0,67271,CA
South San Francisco,California,39.4,34177.0,33094.0,67271,CA
East Los Angeles,California,32.6,60460.0,59206.0,119666,CA
Vacaville,California,35.8,50091.0,46703.0,96794,CA
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,AR
Ontario,California,31.0,85059.0,86141.0,171200,CA
Bossier City,Louisiana,32.7,33428.0,34669.0,68097,LA
Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,MN
Evanston,Illinois,36.8,34146.0,41377.0,75523,IL
Pittsburg,California,34.5,33309.0,36118.0,69427,CA
Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,AR
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,GA
Roswell,Georgia,38.8,48637.0,45859.0,94496,GA
Newport News,Virginia,32.8,88385.0,94000.0,182385,VA
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,MO
Sterling Heights,Michigan,39.6,64985.0,67077.0,132062,MI
Jurupa Valley,California,33.8,49430.0,50884.0,100314,CA
Pleasanton,California,41.3,36662.0,42857.0,79519,CA
Temple,Texas,33.6,33512.0,38785.0,72297,TX
Arden-Arcade,California,41.5,47596.0,48680.0,96276,CA
Davie,Florida,40.8,48754.0,52140.0,100894,FL
Pasadena,Texas,31.5,78827.0,74959.0,153786,TX
Huntsville,Alabama,38.1,91764.0,97350.0,189114,AL
Thornton,Colorado,33.1,65482.0,67977.0,133459,CO
Lynwood,California,29.4,35634.0,36371.0,72005,CA
El Paso,Texas,33.1,332797.0,348339.0,681136,TX
Lexington-Fayette  county,Kentucky,34.4,154032.0,160456.0,314488,KY
Springfield,Missouri,34.1,81057.0,85741.0,166798,MO
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,IL
Greenville,North Carolina,26.2,39897.0,50691.0,90588,NC
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,NJ
Norfolk,Virginia,30.2,128917.0,117476.0,246393,VA
Gastonia,North Carolina,36.9,35527.0,39023.0,74550,NC
Knoxville,Tennessee,33.1,89978.0,95334.0,185312,TN
Livonia,Michigan,47.4,45369.0,49264.0,94633,MI
Cheektowaga,New York,40.7,37476.0,38599.0,76075,NY
Cheektowaga,New York,40.7,37476.0,38599.0,76075,NY
Albany,Georgia,33.3,31695.0,39414.0,71109,GA
Pasadena,California,37.6,67712.0,74534.0,142246,CA
Springdale,Arkansas,31.8,36840.0,43614.0,80454,AR
Alhambra,California,41.0,42184.0,43388.0,85572,CA
Lowell,Massachusetts,33.4,54422.0,56298.0,110720,MA
Reading,Pennsylvania,29.4,43668.0,44205.0,87873,PA
Victoria,Texas,35.8,32290.0,35291.0,67581,TX
Clearwater,Florida,47.0,55225.0,57754.0,112979,FL
Madison,Wisconsin,30.7,122596.0,126360.0,248956,WI
Palmdale,California,32.6,76361.0,81989.0,158350,CA
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,MD
Gulfport,Mississippi,35.1,33108.0,38764.0,71872,MS
Gulfport,Mississippi,35.1,33108.0,38764.0,71872,MS
Bend,Oregon,37.3,42294.0,44723.0,87017,OR
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,LA
Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,NM
Chino Hills,California,41.9,39639.0,38674.0,78313,CA
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,CT
Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,GA
Schenectady,New York,36.7,32398.0,32901.0,65299,NY
O'Fallon,Missouri,36.0,41762.0,43270.0,85032,MO
Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,OK
Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,LA
Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,GA
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,NC
Hesperia,California,29.4,43588.0,49698.0,93286,CA
Napa,California,37.2,39828.0,40601.0,80429,CA
Dallas,Texas,32.6,639019.0,661063.0,1300082,TX
Westminster,California,42.9,45538.0,46573.0,92111,CA
Cedar Park,Texas,34.4,31248.0,33589.0,64837,TX
Irvine,California,34.6,125411.0,131516.0,256927,CA
Montgomery,Alabama,35.4,94582.0,106004.0,200586,AL
Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,FL
Alameda,California,41.4,37747.0,40867.0,78614,CA
Alameda,California,41.4,37747.0,40867.0,78614,CA
New Orleans,Louisiana,35.9,185736.0,203881.0,389617,LA
Arlington,Texas,32.6,191060.0,197062.0,388122,TX
Torrance,California,41.2,73209.0,75259.0,148468,CA
Boston,Massachusetts,31.8,322149.0,347320.0,669469,MA
Boston,Massachusetts,31.8,322149.0,347320.0,669469,MA
Evanston,Illinois,36.8,34146.0,41377.0,75523,IL
Atascocita,Texas,32.8,37424.0,40816.0,78240,TX
Pittsburg,California,34.5,33309.0,36118.0,69427,CA
Hartford,Connecticut,31.0,58042.0,65972.0,124014,CT
Arlington Heights,Illinois,45.9,37627.0,39369.0,76996,IL
Reno,Nevada,35.7,122292.0,119151.0,241443,NV
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,GA
Hammond,Indiana,36.0,38923.0,38687.0,77610,IN
Bellevue,Washington,37.4,70763.0,69051.0,139814,WA
Melbourne,Florida,43.4,39180.0,40956.0,80136,FL
Manchester,New Hampshire,37.3,54845.0,55378.0,110223,NH
Manchester,New Hampshire,37.3,54845.0,55378.0,110223,NH
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,MA
New Rochelle,New York,40.6,38871.0,40967.0,79838,NY
Meridian,Idaho,38.0,43353.0,47400.0,90753,ID
Corpus Christi,Texas,35.0,160488.0,163594.0,324082,TX
Ames,Iowa,23.0,33814.0,31238.0,65052,IA
Redwood City,California,37.1,42676.0,42624.0,85300,CA
Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,TN
Longview,Texas,36.8,40065.0,41525.0,81590,TX
Union City,New Jersey,35.4,35376.0,33773.0,69149,NJ
Santa Monica,California,40.6,46732.0,46487.0,93219,CA
Worcester,Massachusetts,34.9,90951.0,93855.0,184806,MA
Providence,Rhode Island,29.9,89090.0,90114.0,179204,RI
Brownsville,Texas,30.6,87689.0,96199.0,183888,TX
Costa Mesa,California,34.8,59097.0,54089.0,113186,CA
Westminster,Colorado,37.8,54866.0,58251.0,113117,CO
Ogden,Utah,31.3,44323.0,41127.0,85450,UT
Savannah,Georgia,30.3,69389.0,76295.0,145684,GA
Decatur,Illinois,40.4,34646.0,38210.0,72856,IL
Edmond,Oklahoma,32.5,45191.0,44899.0,90090,OK
Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,FL
Santa Ana,California,30.8,167503.0,167920.0,335423,CA
Trenton,New Jersey,33.3,42581.0,41650.0,84231,NJ
Davis,California,26.3,33493.0,34163.0,67656,CA
Hesperia,California,29.4,43588.0,49698.0,93286,CA
Cedar Park,Texas,34.4,31248.0,33589.0,64837,TX
Bakersfield,California,30.6,182154.0,191473.0,373627,CA
Medford,Oregon,38.6,39606.0,40189.0,79795,OR
Pasadena,Texas,31.5,78827.0,74959.0,153786,TX
Irving,Texas,32.3,117189.0,119428.0,236617,TX
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,NC
Whittier,California,36.1,44397.0,43039.0,87436,CA
Charleston,South Carolina,35.0,63956.0,71568.0,135524,SC
Greenville,North Carolina,26.2,39897.0,50691.0,90588,NC
Redondo Beach,California,43.0,34855.0,33330.0,68185,CA
Walnut Creek,California,47.6,31994.0,36912.0,68906,CA
Knoxville,Tennessee,33.1,89978.0,95334.0,185312,TN
North Richland Hills,Texas,39.9,35257.0,33948.0,69205,TX
Columbus,Ohio,32.5,413981.0,435086.0,849067,OH
Stamford,Connecticut,35.4,64941.0,63936.0,128877,CT
Clifton,New Jersey,38.5,41932.0,44409.0,86341,NJ
Bay,Texas,32.9,37977.0,37508.0,75485,TX
Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,PA
Loveland,Colorado,37.6,37042.0,38146.0,75188,CO
Lowell,Massachusetts,33.4,54422.0,56298.0,110720,MA
Lowell,Massachusetts,33.4,54422.0,56298.0,110720,MA
Plymouth,Minnesota,38.4,39035.0,36893.0,75928,MN
Las Vegas,Nevada,37.5,310568.0,313201.0,623769,NV
Mount Pleasant,South Carolina,42.7,39429.0,41880.0,81309,SC
Menifee,California,37.1,42866.0,44297.0,87163,CA
Bloomington,Illinois,35.1,37972.0,40323.0,78295,IL
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,GA
Tallahassee,Florida,26.2,89390.0,100504.0,189894,FL
Hemet,California,36.8,38622.0,45251.0,83873,CA
Arlington,Virginia,34.4,113981.0,115183.0,229164,VA
Anaheim,California,33.6,179603.0,171135.0,350738,CA
Corona,California,37.1,79749.0,84493.0,164242,CA
Franklin,Tennessee,38.3,34991.0,37644.0,72635,TN
College Station,Texas,22.9,54125.0,53774.0,107899,TX
Peoria,Arizona,36.9,80139.0,91103.0,171242,AZ
Bend,Oregon,37.3,42294.0,44723.0,87017,OR
Turlock,California,36.2,33190.0,39103.0,72293,CA
Thornton,Colorado,33.1,65482.0,67977.0,133459,CO
Cranston,Rhode Island,39.9,38365.0,42712.0,81077,RI
Whittier,California,36.1,44397.0,43039.0,87436,CA
Whittier,California,36.1,44397.0,43039.0,87436,CA
Rochester,New York,31.4,100135.0,109673.0,209808,NY
Rochester,New York,31.4,100135.0,109673.0,209808,NY
Norfolk,Virginia,30.2,128917.0,117476.0,246393,VA
Richardson,Texas,35.5,54676.0,56151.0,110827,TX
